sentence,options,answer,difficulty,question_type
I'm in two ............ about whether to go to the wedding or not.,"brains|thoughts|minds|heads",minds,medium,VOCAB
Slow down! I can't ............ with you!,"get on|drop out|put down|keep up",keep up,medium,VOCAB
All the town's drinking water comes from a ............ a few miles away.,"puddle|pond|bowl|reservoir",reservoir,medium,VOCAB
It's very important in today's world to be able to ............ a foreign language.,"say|speak|talk|tell",speak,medium,VOCAB
Hugh was quite worried because he hadn't ............ for the test.,"studied|examined|read|learned",studied,medium,VOCAB
I ............ sight of the robber just before he disappeared around the corner.,"caught|got|took|had",caught,medium,VOCAB
Could you tell me ............ ?,"where is the manager|the manager is where|where the manager is|about where is the manager",where the manager is,medium,VOCAB
I can't help ............ that Charlotte would look better if she lost some weight.,"to think|thinking|to thinking|think",thinking,medium,VOCAB
Did you remember ............ Cheryl to bring her CD player tomorrow night?,"to ask|asking|to asking|ask",to ask,medium,VOCAB
"After finishing her course, Rachel went on ............ a well-known lawyer.","to become|becoming|to becoming|become",to become,medium,VOCAB
"'The exhibition was great, wasn't it?' 'Yes. Did you ............ the Picassos?'","see|saw|have seen|had seen",see,medium,VOCAB
"It's been a really hot summer, ............ ?","wasn't there|hasn't it|didn't there|wasn't it",hasn't it,medium,VOCAB
The company spends more on advertising ............ to increase sales.,"order|so|so as|for",so as,medium,VOCAB
I've been revising all day and I only stopped for half an hour ............ lunch!,"to have|having|to having|have",to have,medium,VOCAB
"When we ............ at global poverty, it can often feel like we will never solve the problem.","see|look|watch|observe",look,medium,VOCAB
"One of my favourite actors is Jim Carrey, who has ............ in some very funny films.","played|acted|gone|pretended",acted,medium,VOCAB
I don't know what we're going to ............ if I lose this job.,"get by|give away|live on|grow on",get by,medium,VOCAB
The man was arrested when his ............ passport was spotted at the airport.,"artificial|plastic|unreal|fake",fake,medium,VOCAB
That necklace is wonderful! It must have ............ you a fortune!,"done|charged|spent|cost",cost,medium,VOCAB
I hope I can ............ you to be there if I need any help.,"let down|get through|make out|count on",count on,medium,VOCAB
Only $300 for that laptop? That's a real ............ !,"sale|bargain|contract|donation",bargain,medium,VOCAB
Why don't you ............ the queue while I go and get some cash out of the machine?,"enter|stand|join|belong",join,medium,VOCAB
This is the book in ............ Foster describes his experience of the war.,"that|what|where|which",which,medium,VOCAB
"Isn't that Tim, the boy ............ father owns a huge yacht?","whose|his|which|that",whose,medium,VOCAB
'What did Maria ask you?' 'She asked me ............ I had ever been abroad.',"that|whether|for|about",whether,medium,VOCAB
"Tina gave her ticket to the concert to John, ............ then sold it to Nick.","which|he|who|whom",who,medium,VOCAB
Mr Anderson refused ............ the policeman into his house.,"allowing|to allowing|that he allowed|to allow",to allow,medium,VOCAB
The explanation ............ for the problems didn't satisfy anybody.,"giving|which gave|given|having given",given,medium,VOCAB
"I'm afraid I'm a little short ............ money this month, so I can't lend you any.","of|from|with|for",of,medium,VOCAB
"Eventually, William agreed ............ his teacher what he had behind his back.","that he shows|with showing|to show|on showing",to show,medium,VOCAB
"The top is your colour, but are you sure it ............ you? It looks a bit big.","suits|fits|matches|goes",fits,medium,VOCAB
"When Ed finally ............ at the age of 65, after 40 years in the same company, they gave him a watch.","resigned|promoted|retired|fired",retired,medium,VOCAB
"When you ............ the interview, remember to bring some samples of your work.","apply|attend|join|make",attend,medium,VOCAB
Most people who work in the centre of London ............ from the suburbs every morning.,"commute|deliver|connect|spread",commute,medium,VOCAB
"When we start work in the morning, I usually ............ at the schedule for the whole day.","glimpse|watch|monitor|glance",glance,medium,VOCAB
All the members of ............ were asked to attend the meeting.,"employees|workers|company|staff",staff,medium,VOCAB
The ............ decided to call a strike over pay and the factory was closed for 48 hours.,"charity|club|union|institution",union,medium,VOCAB
The customer was so annoyed that he ............ the receipt in front of the manager!,"ripped up|took over|tried on|wore out",ripped up,medium,VOCAB
I think you should be very proud ............ everything you've achieved.,"from|in|of|for",of,medium,VOCAB
It's about time you ............ yourself a job.,"got|get|will get|had got",got,medium,VOCAB
"I know you don't like saving money, but suppose you ............ your job. What then?","will lose|lost|are losing|would lose",lost,medium,VOCAB
'They've got some great clothes on sale in there!' 'If only I ............ the time to go shopping!',"will have|can have|had|have",had,medium,VOCAB
'Shall I come over at nine?' 'I'd rather ............ at ten instead.',"you come|you will come|you had come|you came",you came,medium,VOCAB
Rarely ............ designer labels at affordable prices.,"you find|are you find|find you|do you find",do you find,medium,VOCAB
I wish ............ about work all the time. It's so boring!,"you don't talk|you not talk|you wouldn't talk|you hadn't talked",you wouldn't talk,medium,VOCAB
"In Britain, most shops close at 6 pm, ............ in other countries they often open in the evening, too.","despite|moreover|nevertheless|whereas",whereas,medium,VOCAB
"Mr Foster has decided ............................ , so we're going to have a party.","retire|to retire|retiring",to retire,hard,VOCAB
I'm in a real ............................ and I just don't know what to do.,"dilemma|paradox|query|hunch",dilemma,hard,VOCAB
They're staying in rented accommodation for the time ............................ .,"going|making|doing|being",being,hard,VOCAB
Is it really the first time ............................ first class?,"you ever fly|you're ever flying|you've ever flown|you've ever been flying",you've ever flown,hard,VOCAB
............................ getting a pet tarantula?,"Does Claire really think of|Is Claire really thinking of|Has Claire really thought that|Has Claire really been thinking that",Is Claire really thinking of,hard,VOCAB
............................ Alan for hours but he just doesn't answer his mobile. I hope nothing's wrong.,"I call|I'm calling|I've called|I've been calling",I've been calling,hard,VOCAB
"Looking at your CV, I ............................ you used to live in Australia.","gather|do gather|am gathering|have gathered",gather,hard,VOCAB
"I ............................ it's going to snow tonight, don't you?","speculate|reflect|reckon|ponder",reckon,hard,VOCAB
'Have you finished with the paper yet?' 'I've ............................ started reading it!',"even|just|still|already",just,hard,VOCAB
How long ............................ before Val finally turned up?,"have you been waiting|are you waiting|you waited|had you been waiting",had you been waiting,hard,VOCAB
"You ............................ be so good at backgammon, did you?","never used to|got used to|are used to|wouldn't",never used to,hard,VOCAB
"Could you tell me, sir, what you ............................ in the park at three in the morning?","have done|have been doing|were doing|had done",were doing,hard,VOCAB
I was angry when you saw me because I ............................ with my sister.,"have been arguing|argued|had been arguing|would argue",had been arguing,hard,VOCAB
The Black Pirate ............................ over a million copies already this year.,"had sold|has sold|had been selling|was selling",has sold,hard,VOCAB
Don't throw the paper away because I ............................ it yet.,"haven't read|hadn't read|haven't been reading|hadn't been reading",haven't read,hard,VOCAB
"By the time we arrived, the film ............................ .","has already started|would already start|already started|had already started",had already started,hard,VOCAB
We had to walk home in the end because Jimmy ............................ his car keys.,"has been losing|had lost|was losing|had been losing",had lost,hard,VOCAB
It took Edward a long time to ............................ living in Canada.,"be used to|used to|get used to|be used",get used to,hard,VOCAB
"I'd love to have lived in the old days, when people ............................ to market by horse and carriage.","have been travelling|would travel|got used to travelling|had been travelling",would travel,hard,VOCAB
I much preferred it when we ............................ to Wales every summer on holiday.,"used to go|were used to going|had gone|have been going",used to go,hard,VOCAB
