sentence,options,answer,difficulty,question_type
"After a year of almost continual use, I can honestly say that I have not had a single problem with it.",MATCHING_PAIR,Product,hard,MATCHING
One of the most striking things about these portraits is the way their subjects appear to be so natural.,MATCHING_PAIR,Exhibition,hard,MATCHING
A hush descended as the conductor took the podium.,MATCHING_PAIR,Classical concert,hard,MATCHING
"Visitors were treated to a variety of remarkable music and dance acts, as well as the choice of over a hundred fascinating stalls and sideshows to visit.",MATCHING_PAIR,Festival,hard,MATCHING
The beautifully shot desert scenes and the Ry Cooder soundtrack make it totally unforgettable.,MATCHING_PAIR,Film,hard,MATCHING
If we were to,MATCHING_PAIR,"reduce the price of admission, more people would visit the gallery",hard,MATCHING
Imposing a small fine would,MATCHING_PAIR,almost certainly deter people from keeping the books longer than necessary.,hard,MATCHING
"Should you approve these changes,",MATCHING_PAIR,there would be great benefits for all concerned.,hard,MATCHING
Only by keeping costs to a minimum,MATCHING_PAIR,can we expect the scheme to make a profit.,hard,MATCHING
"Assuming we can get backing from sponsors, we should",MATCHING_PAIR,be able to keep within our budget for the year.,hard,MATCHING
"Unless something can be done to reverse this trend,",MATCHING_PAIR,we may be forced to close the London office.,hard,MATCHING
hurdle,MATCHING_PAIR,something blocking one's way,hard,MATCHING
insurmountable,MATCHING_PAIR,impossible to overcome,hard,MATCHING
second nature,MATCHING_PAIR,automatic,hard,MATCHING
detrimental,MATCHING_PAIR,damaging,hard,MATCHING
permutations,MATCHING_PAIR,variations,hard,MATCHING
nerve-racking,MATCHING_PAIR,frightening,hard,MATCHING
underestimate yourself,MATCHING_PAIR,believe oneself to be weaker than one is,hard,MATCHING
on duty,MATCHING_PAIR,working,hard,MATCHING
on the off-chance,MATCHING_PAIR,just in case,hard,MATCHING
on principle,MATCHING_PAIR,due to a belief,hard,MATCHING
on a whim,MATCHING_PAIR,impulsively,hard,MATCHING
on second thoughts,MATCHING_PAIR,after re-consideration,hard,MATCHING
on purpose,MATCHING_PAIR,intentionally,hard,MATCHING
on target,MATCHING_PAIR,as planned,hard,MATCHING
on condition that,MATCHING_PAIR,only if,hard,MATCHING
on one's own,MATCHING_PAIR,independently,hard,MATCHING
on a budget,MATCHING_PAIR,with a limited amount of money,hard,MATCHING
have the world,MATCHING_PAIR,at one's feet,hard,MATCHING
be in,MATCHING_PAIR,seventh heaven,hard,MATCHING
be a feather,MATCHING_PAIR,in one's cap,hard,MATCHING
have one's head,MATCHING_PAIR,in the clouds,hard,MATCHING
rub sb up the,MATCHING_PAIR,wrong way,hard,MATCHING
steal the,MATCHING_PAIR,show,hard,MATCHING
work one's fingers,MATCHING_PAIR,to the bone,hard,MATCHING
work one's way,MATCHING_PAIR,up to the top,hard,MATCHING
block out,MATCHING_PAIR,ignore,hard,MATCHING
run through,MATCHING_PAIR,examine,hard,MATCHING
pristine/littered,MATCHING_PAIR,coastline,hard,MATCHING
temperate/extreme,MATCHING_PAIR,climate,hard,MATCHING
delicate/fragrant,MATCHING_PAIR,blossoms,hard,MATCHING
gnarled/blackened,MATCHING_PAIR,branches,hard,MATCHING
sparkling/winding,MATCHING_PAIR,stream,hard,MATCHING
heavy/slow-moving,MATCHING_PAIR,traffic,hard,MATCHING
fanciful/literal,MATCHING_PAIR,interpretation,hard,MATCHING
unjustified/strict,MATCHING_PAIR,regulations,hard,MATCHING
bring the,MATCHING_PAIR,house down,hard,MATCHING
read somebody,MATCHING_PAIR,like a book,hard,MATCHING
face the,MATCHING_PAIR,music,hard,MATCHING
let one's,MATCHING_PAIR,hair down,hard,MATCHING
off the,MATCHING_PAIR,beaten track,hard,MATCHING
on a,MATCHING_PAIR,shoestring budget,hard,MATCHING
on the,MATCHING_PAIR,house,hard,MATCHING
on the edge,MATCHING_PAIR,of one's seat,hard,MATCHING
paint the,MATCHING_PAIR,town red,hard,MATCHING
read between,MATCHING_PAIR,the lines,hard,MATCHING
murder,MATCHING_PAIR,planning and causing the death of sb,hard,MATCHING
embezzlement,MATCHING_PAIR,stealing money from the company where you work,hard,MATCHING
jaywalking,MATCHING_PAIR,crossing the street in the wrong place,hard,MATCHING
manslaughter,MATCHING_PAIR,unintentionally causing sb's death,hard,MATCHING
vandalism,MATCHING_PAIR,destruction of public property,hard,MATCHING
littering,MATCHING_PAIR,leaving rubbish in a public place,hard,MATCHING
fraud,MATCHING_PAIR,gaining money through dishonest means,hard,MATCHING
slander,MATCHING_PAIR,publicly lying about sb,hard,MATCHING
loitering with intent,MATCHING_PAIR,remaining in a public place without an obvious reason,hard,MATCHING
mugging,MATCHING_PAIR,robbing sb in the street,hard,MATCHING
libel,MATCHING_PAIR,publishing lies about sb,hard,MATCHING
kidnapping,MATCHING_PAIR,holding sb against their will in order to gain sth,hard,MATCHING
trespassing,MATCHING_PAIR,illegally entering sb's property,hard,MATCHING
foot the,MATCHING_PAIR,bill for sth,hard,MATCHING
on the fringes,MATCHING_PAIR,of society,hard,MATCHING
take the law into,MATCHING_PAIR,one's own hands,hard,MATCHING
kill two birds,MATCHING_PAIR,with one stone,hard,MATCHING
throw oneself on,MATCHING_PAIR,the mercy of the court,hard,MATCHING
bridge the,MATCHING_PAIR,generation gap,hard,MATCHING
the law of,MATCHING_PAIR,the jungle,hard,MATCHING
rob Peter,MATCHING_PAIR,to pay Paul,hard,MATCHING
make a,MATCHING_PAIR,killing on sth,hard,MATCHING
blind someone,MATCHING_PAIR,with science,hard,MATCHING
move with,MATCHING_PAIR,the times,hard,MATCHING
be somebody's,MATCHING_PAIR,guinea pig,hard,MATCHING
once in a,MATCHING_PAIR,blue moon,hard,MATCHING
turn the,MATCHING_PAIR,clock back,hard,MATCHING
come down,MATCHING_PAIR,to earth,hard,MATCHING
reinvent,MATCHING_PAIR,the wheel,hard,MATCHING
it doesn't take,MATCHING_PAIR,a rocket scientist,hard,MATCHING
stand the test,MATCHING_PAIR,of time,hard,MATCHING
beaver away,MATCHING_PAIR,at something,hard,MATCHING
keep one's mind,MATCHING_PAIR,on the job,hard,MATCHING
mean,MATCHING_PAIR,business,hard,MATCHING
get something off,MATCHING_PAIR,the ground,hard,MATCHING
be someone's,MATCHING_PAIR,right-hand man,hard,MATCHING
call,MATCHING_PAIR,the shots,hard,MATCHING
have time on,MATCHING_PAIR,one's hands,hard,MATCHING
keep one's nose,MATCHING_PAIR,to the grindstone,hard,MATCHING
be an,MATCHING_PAIR,inside job,hard,MATCHING
on the verge of,MATCHING_PAIR,about to do/happen,hard,MATCHING
on offer,MATCHING_PAIR,available,hard,MATCHING
on the basis of,MATCHING_PAIR,due to,hard,MATCHING
on the dole,MATCHING_PAIR,receiving unemployment benefit,hard,MATCHING
on the level,MATCHING_PAIR,honest,hard,MATCHING
on hold,MATCHING_PAIR,waiting,hard,MATCHING
on a roll,MATCHING_PAIR,winning,hard,MATCHING
on and on,MATCHING_PAIR,continuously,hard,MATCHING
on and off,MATCHING_PAIR,intermittently,hard,MATCHING
on demand,MATCHING_PAIR,when needed,hard,MATCHING
the late manager,MATCHING_PAIR,the manager who has died,hard,MATCHING
the manager in question,MATCHING_PAIR,the manager we're talking about,hard,MATCHING
the manager to-be,MATCHING_PAIR,the person who is bound to become manager,hard,MATCHING
the former manager,MATCHING_PAIR,the person who was manager before the current one,hard,MATCHING
the so-called manager,MATCHING_PAIR,the person who is supposed to be the manager,hard,MATCHING
the present manager,MATCHING_PAIR,the person who is currently manager,hard,MATCHING
the would-be manager,MATCHING_PAIR,the person who would like to be manager,hard,MATCHING
the stop-gap manager,MATCHING_PAIR,the person who is holding the manager's post temporarily,hard,MATCHING
be over,MATCHING_PAIR,the hill,hard,MATCHING
be given a clean,MATCHING_PAIR,bill of health,hard,MATCHING
be black,MATCHING_PAIR,and blue,hard,MATCHING
be fit as,MATCHING_PAIR,a fiddle,hard,MATCHING
have butterflies in,MATCHING_PAIR,one's stomach,hard,MATCHING
kick up,MATCHING_PAIR,one's heels,hard,MATCHING
scare the life,MATCHING_PAIR,out of someone,hard,MATCHING
be of sound,MATCHING_PAIR,mind and body,hard,MATCHING
have nerves,MATCHING_PAIR,of steel,hard,MATCHING
keep a stiff,MATCHING_PAIR,upper lip,hard,MATCHING
People wrongly assume that there,MATCHING_PAIR,is not much visual interest in orchestral performances.,hard,MATCHING
It can no longer be assumed that the purpose of art,MATCHING_PAIR,is to delight and instruct.,hard,MATCHING
Some people claim that art,MATCHING_PAIR,is a useless luxury.,hard,MATCHING
These days the fame of an artist,MATCHING_PAIR,is more dependent on advertising than on artistic merit.,hard,MATCHING
What is most striking about the picture,MATCHING_PAIR,is the artist's use of light and shade.,hard,MATCHING
"In the theatre, the lighting",MATCHING_PAIR,is as important a part of the performance as the acting.,hard,MATCHING
"Although I personally don't like this sculpture, it",MATCHING_PAIR,is reckoned to be a masterpiece.,hard,MATCHING
"The film is exciting, moving and, in parts, very funny, which is why it",MATCHING_PAIR,is one of my favourites.,hard,MATCHING
"Though not very popular, in my view the exhibition",MATCHING_PAIR,is well worth attending.,hard,MATCHING
"In a live rock concert, it",MATCHING_PAIR,is the whole performance as much as the music that makes it unforgettable.,hard,MATCHING
