word,definition,distractors,difficulty
investigate,khảo sát,chest|beat|monitor,medium
involved,có liên quan,fry|dependent|1 adj,medium
iron,sắt,time|spirit|practical,medium
issue,vấn đề,engaged|wherever|regulation,medium
IT,NÓ,supply|mental|tyre,medium
journal,tạp chí,accompany|saving|ethic,medium
judge,phán xét,satellite|submit|administration,medium
keen,sắc sảo,strike|price|extra,medium
key,chìa khóa,appropriate|arrest|resident,medium
keyboard,bàn phím,tunnel|persuade|dismiss,medium
kick,đá,affordable|stuff|desire,medium
killing,giết người,nail|hold|chop,medium
kind,loại,reference|fuel|program,medium
kiss,hôn,outdoor|creation|calm,medium
knock,cú đánh,ultimately|accommodate|level,medium
label,nhãn,instance|frightening|afford,medium
laboratory,phòng thí nghiệm,ingredient|besides|initially,medium
lack,thiếu,representative|tank|payment,medium
latest,mới nhất,bite|suffer|powder,medium
lay,đặt nằm,emotional|institution|neat,medium
layer,lớp,lower|innocent|decline,medium
lead,chỉ huy,valuable|mixture|stadium,medium
1 n,1 n,convenience|mixture|junior,medium
leading,dẫn đầu,clerk|owe|rush,medium
leaf,lá cây,conventional|disadvantage|embarrassed,medium
leather,da thú,means|commission|theirs,medium
legal,hợp pháp,assist|analyse|underwear,medium
leisure,thời gian rảnh rỗi,curved|hold|effective,medium
length,chiều dài,obvious|phase|sudden,medium
level,mức độ,occasion|labour|boost,medium
lie,nói dối,closely|gain|entry,medium
like,giống,deliberately|track|assure,medium
limit,giới hạn,position|feedback|conclude,medium
lip,môi,educate|democracy|insurance,medium
liquid,chất lỏng,critically|breath|range,medium
literature,văn học,animation|remain|unconscious,medium
live,sống,effectively|truly|glad,medium
2 adj,2 tính từ,procedure|mainly|translate,medium
living,cuộc sống,empire|yard|disappointed,medium
local,địa phương,offensive|discourage|enhance,medium
locate,định vị,reference|reality|disadvantage,medium
located,xác định vị trí,brick|assistance|worldwide,medium
location,vị trí,plot|frighten|latest,medium
lonely,cô đơn,slip|representative|contact,medium
loss,sự mất mát,housing|relate|deserve,medium
luxury,sang trọng,medium|derive|relevant,medium
mad,điên rồ,bias|importance|consideration,medium
magic,ảo thuật,incredibly|bitter|layer,medium
mainly,chủ yếu,annual|poem|surrounding,medium
mall,trung tâm mua sắm,deadly|failure|gentleman,medium
management,sự quản lý,poet|ambition|fuel,medium
market,chợ,IT|folding|update,medium
marketing,tiếp thị,equally|consist|split,medium
marriage,kết hôn,bomb|remote|selection,medium
meanwhile,trong khi đó,campus|inform|better,medium
measure,đo lường,leadership|reserve|glove,medium
medium,trung bình,enjoyable|fortune|coloured,medium
mental,tâm thần,consist|base|approximately,medium
mention,đề cập đến,evaluate|roll|upset,medium
mess,sự lộn xộn,vast|view|marketing,medium
mild,nhẹ,whisper|accidentally|criticize,medium
mine,của tôi,win|dominant|survey,medium
mix,trộn,accuracy|contest|distant,medium
mixture,hỗn hợp,offend|abandon|dump,medium
mood,tâm trạng,animation|colony|council,medium
move,di chuyển,cure|investigate|highly,medium
mud,bùn,attraction|poem|tax,medium
murder,giết người,arrow|criminal|coach,medium
muscle,cơ bắp,impact|fee|lead,medium
musical,nhạc kịch,tear|county|opening,medium
mystery,bí ẩn,still|unexpected|sculpture,medium
nail,móng tay,centre|mention|reject,medium
narrative,chuyện kể,percentage|cruel|holy,medium
nation,Quốc gia,back|equivalent|anniversary,medium
native,tự nhiên,pressure|broadcaster|spring,medium
naturally,tự nhiên,typically|magic|clear,medium
necessarily,nhất thiết,resource|feature|feedback,medium
need,nhu cầu,depth|apparently|encourage,medium
needle,cây kim,worry|central|therapy,medium
neighbourhood,hàng xóm,ought|badge|access,medium
neither,không,volume|tale|means,medium
net,mạng lưới,convincing|like|confused,medium
next,Kế tiếp,basically|update|initiative,medium
nor,cũng không,notion|collector|element,medium
normal,Bình thường,this|consume|convention,medium
northern,phía bắc,racing|fault|destruction,medium
note,ghi chú,amazed|comment|economics,medium
now,Hiện nay,harmful|democratic|dairy,medium
nuclear,hạt nhân,harmful|nail|democratic,medium
obvious,rõ ràng,absorb|ceiling|sudden,medium
obviously,rõ ràng,holy|favour|effort,medium
occasion,dịp,stuff|value|wherever,medium
occur,xảy ra,local|tunnel|act,medium
odd,số lẻ,ambition|AIDS|arrival,medium
official,chính thức,derive|deliver|appropriately,medium
old,cũ,pregnant|pretend|photography,medium
once,một lần,crack|unfair|fashionable,medium
operation,hoạt động,challenging|printing|alcoholic,medium
organized,được tổ chức,portrait|confirm|capacity,medium
organizer,người tổ chức,definite|vast|casual,medium
original,nguyên bản,illustrate|blanket|price,medium
originally,ban đầu,smart|visual|league,medium
ought,nên,mention|proper|judgement,medium
ours,của chúng ta,cream|garage|round,medium
outdoor,ngoài trời,institution|courage|maintain,medium
outdoors,ngoài trời,satisfy|dozen|assistance,medium
pack,đóng gói,feather|concrete|universe,medium
package,bưu kiện,stiff|inspire|parliament,medium
painful,đau đớn,candidate|issue|deliberately,medium
pale,tái nhợt,courage|former|fixed,medium
pan,chảo,addition|passage|update,medium
participate,tham gia,duty|mad|defence,medium
particularly,cụ thể,ancestor|actual|throughout,medium
pass,vượt qua,wave|chain|tank,medium
passion,niềm đam mê,mixed|economic|truth,medium
path,con đường,accurately|host|view,medium
payment,sự chi trả,stream|disadvantage|existence,medium
peaceful,hoà bình,cottage|photographer|temporary,medium
percentage,phần trăm,deliberately|tale|economist,medium
perfectly,hoàn hảo,era|elementary|enhance,medium
performance,hiệu suất,make|pursue|praise,medium
personally,cá nhân,rate|addiction|sector,medium
persuade,thuyết phục,actual|controversial|communication,medium
photographer,nhiếp ảnh gia,victim|nation|witness,medium
photography,nhiếp ảnh,proof|bias|enthusiasm,medium
pin,ghim,tear|ultimately|currency,medium
pipe,đường ống,threat|reliable|downtown,medium
place,địa điểm,biological|booking|genre,medium
planning,lập kế hoạch,1 adj|knock|corporate,medium
pleasant,dễ thương,nation|leisure|canal,medium
pleasure,vinh hạnh,evaluation|rope|stuff,medium
plenty,nhiều,shift|decent|edit,medium
plot,kịch bản,round|candidate|alongside,medium
plus,cộng thêm,extraordinary|sort|critic,medium
poem,bài thơ,type|revolution|will,medium
poet,nhà thơ,conclude|hang|bargain,medium
poetry,thơ,once|visual|consist,medium
point,điểm,remark|national|depressing,medium
poison,chất độc,chain|approval|opposed,medium
poisonous,độc hại,witness|sequence|install,medium
policy,chính sách,disorder|cope|alter,medium
political,thuộc về chính trị,switch|hunting|poison,medium
politician,chính trị gia,ingredient|donation|journal,medium
politics,chính trị,prospect|line|commander,medium
port,cảng,conventional|odd|convincing,medium
portrait,chân dung,disability|label|fashionable,medium
possibly,có thể,poisonous|basic|bank,medium
pot,chậu,outline|convert|persuade,medium
pour,đổ,apart|fur|host,medium
poverty,nghèo,subject|reduction|store,medium
powder,bột,guilty|desert|arms,medium
powerful,mạnh mẽ,peaceful|cell|involved,medium
practical,thực tế,deliver|willing|comparative,medium
pray,cầu nguyện,clip|brief|desperately,medium
prayer,lời cầu nguyện,entertainment|vision|ban,medium
prediction,dự đoán,episode|witness|despite,medium
prepared,chuẩn bị,cheap|wealth|rhythm,medium
presentation,bài thuyết trình,accurate|bitter|eliminate,medium
press,nhấn,address|kiss|elsewhere,medium
pressure,áp lực,considerably|poisonous|credit,medium
pretend,giả vờ,engaged|characteristic|zone,medium
previous,trước,consideration|producer|asset,medium
previously,trước đây,crack|mental|reliable,medium
priest,linh mục,bond|complex|wave,medium
primary,sơ đẳng,advanced|shot|exploration,medium
prince,hoàng tử,improvement|global|smooth,medium
princess,công chúa,viewer|originally|1 n,medium
printing,in ấn,performance|contest|bet,medium
prisoner,tù nhân,delivery|translation|double,medium
private,riêng tư,humour|contemporary|laboratory,medium
producer,nhà sản xuất,potential|preserve|by,medium
production,sản xuất,concern|install|council,medium
profession,nghề nghiệp,derive|nation|historic,medium
profit,lợi nhuận,cute|suitable|extra,medium
program,chương trình,belief|silk|barely,medium
promote,khuyến khích,illustration|throughout|beside,medium
proper,thích hợp,costume|printing|normal,medium
properly,đúng cách,promote|promote|elementary,medium
property,tài sản,atmosphere|B|reality,medium
protest,phản kháng,cheat|annual|smooth,medium
proud,tự hào,determined|ours|range,medium
prove,chứng minh,collapse|resolve|prayer,medium
pull,sự lôi kéo,popularity|alter|editorial,medium
punish,trừng phạt,bargain|casual|underwear,medium
punishment,hình phạt,helicopter|map|budget,medium
push,xô,entirely|hurt|1 n,medium
qualification,trình độ chuyên môn,shell|associated|approximately,medium
qualified,đạt tiêu chuẩn,reaction|fault|figure,medium
qualify,đủ điều kiện,transition|model|zone,medium
queue,xếp hàng,application|mix|solid,medium
quit,từ bỏ,obligation|claim|wonder,medium
quotation,Trích dẫn,civilization|classic|continuous,medium
quote,trích dẫn,accent|illustrate|enthusiasm,medium
race,loài,weakness|affair|vitamin,medium
racing,đua xe,ad|collection|erupt,medium
range,phạm vi,battery|offensive|attitude,medium
rare,hiếm,directly|southern|worth,medium
rarely,hiếm khi,highly|definite|rank,medium
reaction,sự phản ứng lại,critical|academic|weigh,medium
reality,thực tế,cap|justify|spiritual,medium
receipt,biên lai,package|draft|friendship,medium
recommendation,sự giới thiệu,transform|totally|contemporary,medium
reference,thẩm quyền giải quyết,alien|loan|reward,medium
reflect,phản ánh,hate|age|recall,medium
regularly,thường xuyên,spending|percentage|pregnant,medium
reject,từ chối,employment|flash|constant,medium
relate,liên quan,spot|gentle|legal,medium
related,có liên quan,definite|shape|calculate,medium
relation,mối quan hệ,retired|divorce|emission,medium
relative,liên quan đến,publication|heaven|dump,medium
relaxed,thư giãn,craft|curve|ban,medium
relaxing,thư giãn,harmful|core|emotional,medium
release,giải phóng,auction|convert|worse,medium
reliable,đáng tin cậy,urge|happiness|beg,medium
religion,tôn giáo,firm|episode|discipline,medium
religious,tôn giáo,robot|click|lead,medium
remain,duy trì,steady|theory|raw,medium
remind,nhắc lại,commercial|leadership|prediction,medium
remote,xa,wing|exceed|mess,medium
rent,thuê,religious|convert|cure,medium
repair,Sửa chữa,preserve|principle|feather,medium
repeat,lặp lại,till|multiply|stiff,medium
repeated,lặp lại,emission|comparative|coincidence,medium
represent,đại diện,surrounding|mud|rub,medium
request,lời yêu cầu,launch|curriculum|supply,medium
require,yêu cầu,necessarily|dive|cheek,medium
reservation,sự đặt chỗ,hesitate|warn|emergency,medium
resource,nguồn lực,quotation|heel|sticky,medium
respect,sự tôn trọng,guard|afford|count,medium
responsibility,trách nhiệm,examine|chapter|vital,medium
responsible,chịu trách nhiệm,popularity|evil|chase,medium
result,kết quả,conservation|accuse|tongue,medium
retire,về hưu,disappoint|afford|average,medium
retired,đã nghỉ hưu,script|dynamic|cotton,medium
revise,ôn lại,holy|sculpture|exploration,medium
ring,nhẫn,cope|dependent|requirement,medium
rise,tăng lên,unknown|advanced|make,medium
risk,rủi ro,strength|reserve|massive,medium
robot,robot,economics|indirect|disappointed,medium
roll,cuộn,content|consequently|contribution,medium
romantic,lãng mạn,reputation|staff|feather,medium
rope,dây thừng,export|frightened|surgery,medium
rough,thô,relaxed|rhythm|justice,medium
row,hàng ngang,improvement|sudden|animation,medium
royal,hoàng gia,whenever|ghost|failure,medium
rugby,bóng bầu dục,ad|headline|influence,medium
rule,luật lệ,ultimately|consumer|kiss,medium
safety,sự an toàn,rhythm|panel|complex,medium
sail,chèo,dishonest|location|bar,medium
sailor,thủy thủ,2 v|organ|minister,medium
sample,vật mẫu,certificate|dynamic|briefly,medium
sand,cát,automatic|rank|underwear,medium
scan,quét,pull|critic|pass,medium
scientific,có tính khoa học,offensive|freedom|anxious,medium
script,kịch bản,speed|distribution|lie,medium
sculpture,điêu khắc,harmful|shot|offend,medium
secondary,sơ trung,define|cable|calm,medium
security,bảo vệ,attraction|forgive|dealer,medium
seed,hạt giống,stare|illegal|shocked,medium
sensible,hợp lý,agenda|grab|potential,medium
separate,chia,disabled|further|mixed,medium
seriously,nghiêm túc,commercial|desert|mistake,medium
servant,người hầu,seed|spring|outcome,medium
set,bộ,failure|weakness|approve,medium
set,bộ,wealth|various|worst,medium
setting,cài đặt,mall|harmful|additional,medium
sex,tình dục,imagination|servant|leave,medium
sexual,tình dục,package|apology|cottage,medium
shake,lắc,soul|poverty|detailed,medium
share,chia sẻ,ethical|alien|disability,medium
sharp,sắc,neighbourhood|threat|involved,medium
shelf,cái kệ,adjust|pour|handle,medium
shell,vỏ bọc,neither|clarify|basis,medium
shift,sự thay đổi,trick|indoors|smooth,medium
shine,chiếu sáng,academic|mixed|enable,medium
shiny,sáng bóng,alien|furthermore|candidate,medium
shoot,bắn,used|mount|signal,medium
shy,xấu hổ,interpret|ingredient|repeated,medium
sight,thị giác,circumstance|reality|senior,medium
signal,tín hiệu,gradually|permanent|mention,medium
silent,im lặng,silk|controversial|liquid,medium
silly,ngớ ngẩn,tune|panel|heaven,medium
similarity,sự tương đồng,encourage|cave|artwork,medium
similarly,tương tự,dealer|worst|reach,medium
