sentence,answer,distractors,difficulty
I didn't find a new top but at ............ I got some new jeans.,least,less|the less|least|the least,medium
"'Who's that over there?' 'Oh, it's our new teacher, ............ just started work today.'",who,that|who he|which he|who,medium
'Which CD did you get Marcus in the end?' 'I got him the one ............ said he really wanted to hear.',which he,that|who he|which|which he,medium
"'Who did you send a Valentine's card to?' 'I'm not telling you, but it was someone ............ name begins with ""B"".'",whose,which|who her|whose|whose her,medium
'Have you seen Jason Green's latest film?' 'Is that the one in ............ joins the FBI?',which he,which he|that he|whom he|which,medium
"'Why do you like Tania so much?' 'Well, she's one of the few people to ............ I can really talk.'",whom,which|whom|that|who,medium
'Why don't we go to Lionel's for dinner tonight?' 'Is that the new restaurant ............ has just opened on the other side of town?',which,which|that it|where|which it,medium
'Could you lend me some money?' 'I'd like you to give me one good reason ............ I should.',why,that|why|which|who,medium
'What do you want to do this summer?' 'I think we should go somewhere ............ has plenty of sun and sand.',that,who|where|when|that,medium
I've got a/an ............ for the school play tomorrow. I really hope I get a main part!,audition,rehearsal|practice|audition|performance,medium
Did you read that ............ of the new Lloyd-Rice musical? It said it was awful!,review,review|criticism|report|summary,medium
I'm going to stay in and ............ TV tonight.,watch,see|watch|look at|view,medium
We really ............ ourselves at the party! Thanks so much for inviting us!,enjoyed,entertained|had fun|enjoyed|occupied,medium
Ellie does a/an ............ each week for the local newspaper. It's usually quite funny.,cartoon,comic|comedian|animation|cartoon,medium
"The water park we went to yesterday was fantastic, but the entrance ............ was a bit expensive.",fee,ticket|fee|charge|cost,medium
"Vanilla Sky ............ Tom Cruise, Penelope Cruz and Cameron Diaz.",stars,acts|plays|stars|contains,medium
"When you're learning to play a musical instrument, it's important to ............ for an hour or two every day.",practise,rehearse|practise|perform|train,medium
"The play wasn't supposed to be a comedy, but everyone started laughing when some of the ............ fell over and hit one of the actors.",scenery,scenery|scenes|stages|acts,medium
"Louis de Bernières' ............ Captain Corelli's Mandolin, which is set on the Greek island of Cephallonia during the Second World War, was an international bestseller.",novel,fiction|account|anecdote|novel,medium
Have you ............ the joke about the guy who fell off a 20-metre-high ladder? He was fine – he fell off the bottom rung!,heard,listened to|overheard|heard|paid attention to,medium
Being the conductor of a large ............ is an extremely demanding job. You have to make sure about a hundred musicians are playing in time.,orchestra,group|band|company|orchestra,medium
"............ an Oscar last year, she's now one of the most powerful movie stars in the industry.",Having won,She won|To win|The winning of|Having won,medium
'Which cinema did you go to?' 'The one ............ they don't sell any popcorn!',where,which|where|whom|who,medium
That's the actor ............ autograph I got last year!,whose,whose|who|who's|whom,medium
"............ to change his name by his agent, John Smith became Marvo The Magnificent overnight.",Made,Made|Making|Having made|To make,medium
The book ............ she's most famous is Dance of the Dinosaurs.,for which,in that|to whom|for which|that,medium
"Lyle Lovett, ............ I last saw perform over ten years ago, is on tour again.",who,he who|to whom|who|that,medium
And the song ............ by our listeners as their favourite of the week is Goodbye Baby by The Tunesmiths.,chosen,having chosen|chosen|was chosen|is chosen,medium
"'You didn't get into Harvard, did you?' 'No, and that's the reason ............ I ended up going to drama college!'",why,how|which|for that|why,medium
Could you ............ in the paper and see what's on TV tonight?,look,see|watch|look|examine,medium
I'm reading a ............ set in Greece during the Second World War.,novel,novel|fiction|literature|writing,medium
Harry kept us ............ throughout the journey with his non-stop jokes.,entertained,enjoyed|entertained|laughed|pleased,medium
I never read ............ of films as I don't trust the critics' opinions.,reviews,reviews|criticisms|articles|investigations,medium
How did your ............ go? Do you think you'll be offered the main part?,audition,audit|auditorium|audience|audition,medium
I'd love to work in show ............ . It's so glamorous!,business,industry|business|commerce|trade,medium
Joe told me a joke today but I didn't ............ it at all.,get,get|bring|fetch|collect,medium
I didn't like this album at first but it's really starting to ............ on me now.,grow,grow|raise|develop|increase,medium
It's about time you ............ thinking about setting up your own business.,started,start|have started|started|to start,medium
I'd really rather you ............ the kids drop bits of pizza all over my new sofa.,didn't let,don't let|aren't letting|won't let|didn't let,medium
............ anything particular in mind or are you just browsing?,Can you have,Did you have|Are you having|Can you have|Had you had,medium
I wish Karen ............ that we're not trying to interfere in her life.,would understand,understands|would understand|has understood|is going to understand,medium
I'd have been able to say goodbye to Trish if only ............ to the airport in time.,I had got,I get|I got|I have got|I had got,medium
Don't you sometimes wish you ............ invisible?,could be,could be|would be|will be|are,medium
Suppose we ............ we could go and live on another planet. Would you want to go?,heard,to hear|hearing|heard|having heard,medium
Do you wish ............ an official complaint?,to make,making|to make|you made|you make,medium
Adrian was ............ enough money to buy a new computer for the school.,hoping to have raised,wishing to have raised|wishing he will raise|hoping to have raised|hoping he will raise,medium
